i,intercept,reg_coef_1,reg_coef_2,reg_coef_3,r_squared_train,adj_r_squared_train,rmse_train_train,mae_train_train,r_squared_test,adj_r_squared_test,rmse_train_test,mae_train_test
8393,-16.004870092745808,4.758236209938294,0.34883192773521327,-0.08329861337462363,0.7475499008169008,0.7259113208869208,21.768817393103095,17.01790948847722,0.12980160143243674,-2.480793594270253,26.374143435505196,19.47181250536202
8394,-16.335226593250272,4.692741709833331,0.351474510642122,-0.08362937234278789,0.7463605917053276,0.7246200709943558,21.95891328000245,17.147381538402612,0.09916021605976327,-2.6033591357609467,24.819510150138083,17.817632508496978
8395,-17.638885137254398,4.964196343430751,0.35265517212886194,-0.08425238307598792,0.748113423211786,0.7265231452013676,22.08789441602434,17.189767443879553,0.6700947148535822,-0.31962114058567126,23.69425020560691,16.119334978618394
8396,-17.71711704475322,4.782277161866576,0.36525609308578977,-0.08691625807273434,0.7488576919104747,0.7273312083599439,21.90616444757763,16.893878930915243,0.784754021803671,0.13901608721468417,25.096335357748096,18.809610844638375
8397,-17.749184079212558,4.76100668449179,0.3670353114149067,-0.08729164458264421,0.7517198466884281,0.7304386906902933,21.82869259022676,16.80872533314124,0.7778530487181146,0.11141219487245824,25.680796114801122,19.509046396097084
8398,-17.738495067726085,4.768096843616718,0.36644223863853426,-0.08716651574600764,0.7507446655389016,0.7293799225850932,21.855895308214265,16.83710986573258,0.7802225366778429,0.12089014671137166,25.477092431340814,19.27590121227751
8399,-17.781251113671928,4.739736207117009,0.3688145297440236,-0.08766703109255403,0.7547720541208564,0.733752515902644,21.738748944798846,16.726954910625025,0.7703016243914536,0.08120649756581422,26.34270792271064,20.208481947555793
8400,-18.241917347699466,5.039290450746521,0.3504250923214167,-0.08361594478276185,0.7593287735586759,0.7386998112922767,21.549967308529382,16.442798664778667,0.5417734538742526,-0.8329061845029897,27.210558755631087,21.03728415587863
8401,-18.360250541793643,4.8219608649384105,0.35210362836783776,-0.08337237877852333,0.7723827932980157,0.7528727470092742,20.822990782983624,15.989372806972229,0.4977822916803052,-1.0088708332787792,31.10510093823286,23.963778155574836
8402,-17.40392783120644,4.785616256427976,0.3621100408690357,-0.08631955670435987,0.7566730284101225,0.7358164308452759,21.881346845028702,16.916993726033947,0.6520695858746307,-0.39172165650147717,25.27437825624682,18.873224496766902
8403,-18.32967479711172,4.986048347361252,0.35790862471362694,-0.08544623222979975,0.7562862714755161,0.7353965233162746,21.853137339066116,16.801552724257604,4.135596853170741e-10,-2.9999999983457615,25.18525541382273,18.656526127994056
8404,-17.98835997901922,4.952602244083088,0.35657603485253014,-0.08513093084662982,0.7554377129156209,0.7344752311655313,21.81685169622605,16.69541655809466,0.002968427080449708,-2.988126291678201,25.478210355907418,19.727579252649186
8405,-19.26990052242313,5.0781828960143,0.3615795326328745,-0.0863147983041922,0.7616045612017289,0.7411706664475914,21.77238648183303,16.48236676853735,0.025454442322156916,-2.8981822307113725,25.67176704797467,20.679862723130302
8406,-19.115342868947284,5.063037490756267,0.36097609571464206,-0.08617202031936061,0.7604332413073123,0.7398989477050819,21.80391775604171,16.554567887062298,0.017874530213308395,-2.9285018791467663,25.462884215246564,20.148404847531108
8407,-18.47779254835942,5.000562694066868,0.35848691842693314,-0.08558306113192998,0.7568355437053635,0.7359928760229661,21.858012232919265,16.850637760737925,0.0006125758268352716,-2.997549696692659,25.135724113170657,18.191729488992767
8408,-18.53575166841288,5.006242221038631,0.3587132072712704,-0.08563660287624186,0.7570800688209592,0.7362583604341844,21.858131010253903,16.851180170626197,0.0011939589343034076,-2.9952241642627864,25.129263040083263,18.155437814034087
